"","Fish","TagID","Node_count","X_UTM","Y_UTM","Z_meter","Epoch_Sec","dt","uSecs"
"256","2",7245,3,647258.1,4185789.1,3,1521803205,2018-03-23 04:06:45,110176
"257","2",7245,4,647258.1,4185788.1,5,1521803210,2018-03-23 04:06:50,155883
"258","2",7245,5,647256.1,4185786.1,1,1521803215,2018-03-23 04:06:55,220146
"259","2",7245,4,647256.1,4185784.1,1,1521803225,2018-03-23 04:07:05,329831
"260","2",7245,3,647260.1,4185783.1,5,1521803235,2018-03-23 04:07:15,439915
"261","2",7245,3,647264.1,4185782.1,4,1521803260,2018-03-23 04:07:40,720967
"262","2",7245,3,647261.1,4185787.1,5,1521803412,2018-03-23 04:10:12,332234
"263","2",7245,4,647263.1,4185790.1,1,1521803422,2018-03-23 04:10:22,441824
"264","2",7245,3,647268.1,4185786.1,1,1521803427,2018-03-23 04:10:27,497512
"265","2",7245,3,647258.1,4185799.1,5,1521803483,2018-03-23 04:11:23,112694
"266","2",7245,3,647234.1,4185801.1,5,1521803503,2018-03-23 04:11:43,325463
"267","2",7245,3,647231.1,4185802.1,4,1521803508,2018-03-23 04:11:48,382073
"268","2",7245,3,647235.1,4185800.1,1,1521803518,2018-03-23 04:11:58,481143
"269","2",7245,4,647239.1,4185802.1,1,1521803528,2018-03-23 04:12:08,600117
"270","2",7245,4,647234.1,4185804.1,5,1521803553,2018-03-23 04:12:33,871507
"271","2",7245,4,647235.1,4185805.1,5,1521803558,2018-03-23 04:12:38,943692
"272","2",7245,5,647231.1,4185806.1,5,1521803563,2018-03-23 04:12:43,966989
"273","2",7245,3,647231.1,4185808.1,1,1521803589,2018-03-23 04:13:09,222357
"274","2",7245,3,647211.1,4185815.1,4,1521803619,2018-03-23 04:13:39,591114
"275","2",7245,5,647230.1,4185805.1,3,1521803639,2018-03-23 04:13:59,787650
"276","2",7245,3,647241.1,4185801.1,1,1521803690,2018-03-23 04:14:50,319473
"277","2",7245,3,647246.1,4185800.1,1,1521803715,2018-03-23 04:15:15,590764
"278","2",7245,3,647246.1,4185795.1,2,1521803725,2018-03-23 04:15:25,697949
"279","2",7245,3,647219.1,4185811.1,4,1521803776,2018-03-23 04:16:16,252658
"280","2",7245,3,647234.1,4185801.1,2,1521803796,2018-03-23 04:16:36,442498
"281","2",7245,3,647234.1,4185810.1,1,1521803806,2018-03-23 04:16:46,581225
"282","2",7245,3,647235.1,4185815.1,3,1521803892,2018-03-23 04:18:12,488810
"283","2",7245,4,647236.1,4185813.1,4,1521803897,2018-03-23 04:18:17,530139
"284","2",7245,4,647239.1,4185812.1,1,1521803922,2018-03-23 04:18:42,807386
"285","2",7245,3,647239.1,4185811.1,5,1521803927,2018-03-23 04:18:47,857976
"286","2",7245,4,647242.1,4185808.1,1,1521803998,2018-03-23 04:19:58,567984
"287","2",7245,3,647236.1,4185809.1,5,1521804008,2018-03-23 04:20:08,644157
"288","2",7245,3,647237.1,4185809.1,3,1521804013,2018-03-23 04:20:13,693073
"289","2",7245,4,647235.1,4185809.1,1,1521804018,2018-03-23 04:20:18,757449
"290","2",7245,3,647261.1,4185783.1,4,1521804129,2018-03-23 04:22:09,803141
"291","2",7245,3,647251.1,4185801.1,4,1521804160,2018-03-23 04:22:40,107342
"292","2",7245,3,647253.1,4185800.1,1,1521804210,2018-03-23 04:23:30,594981
"293","2",7245,3,647240.1,4185804.1,5,1521804250,2018-03-23 04:24:10,979843
"294","2",7245,4,647241.1,4185805.1,4,1521804256,2018-03-23 04:24:16,59364
"295","2",7245,3,647238.1,4185806.1,1,1521804261,2018-03-23 04:24:21,82055
"296","2",7245,5,647227.1,4185811.1,5,1521804296,2018-03-23 04:24:56,434160
"297","2",7245,5,647226.1,4185812.1,1,1521804306,2018-03-23 04:25:06,535191
"298","2",7245,5,647223.1,4185813.1,2,1521804316,2018-03-23 04:25:16,635181
"299","2",7245,5,647222.1,4185813.1,2,1521804321,2018-03-23 04:25:21,685439
"300","2",7245,3,647211.1,4185817.1,1,1521804331,2018-03-23 04:25:31,790090
"301","2",7245,3,647209.1,4185848.1,5,1521804372,2018-03-23 04:26:12,187142
"302","2",7245,5,647209.1,4185821.1,1,1521804392,2018-03-23 04:26:32,398696
"303","2",7245,5,647208.1,4185822.1,2,1521804397,2018-03-23 04:26:37,433653
"304","2",7245,3,647207.1,4185823.1,1,1521804402,2018-03-23 04:26:42,482209
"305","2",7245,4,647226.1,4185823.1,5,1521804488,2018-03-23 04:28:08,346905
